지점,일시,기온,강수량,풍속,습도,일조시간,적설량,지면온도,지중온도
108,2020-07-21 20:00,25.6,,2.5,74,0,,24.1,24.8
108,2020-07-21 21:00,25.1,,1.6,76,,,23.4,25
108,2020-07-21 22:00,24.7,,1.5,77,,,23,25
108,2020-07-21 23:00,24.3,,0.2,81,,,22.7,25.1
108,2020-07-22 0:00,23.9,,1.1,84,,,22.4,25.1
108,2020-07-22 1:00,23.6,,1.1,84,,,22.2,25.1
108,2020-07-22 2:00,23.4,,1.5,87,,,22.3,25
108,2020-07-22 3:00,23.4,,1.3,87,,,22.4,25
108,2020-07-22 4:00,23.4,,1,87,,,22.6,24.9
108,2020-07-22 5:00,23.5,,1.1,87,,,22.9,24.8
108,2020-07-22 6:00,23.6,,1.6,87,0,,23.1,24.8
108,2020-07-22 7:00,23.9,,1,86,0,,23.5,24.7
108,2020-07-22 8:00,24,0.3,1.2,88,0,,23.7,24.7
108,2020-07-22 9:00,23.1,6.2,2.7,93,0,,23.2,24.6
108,2020-07-22 10:00,23.4,2,1.5,95,0,,24.7,24.6
108,2020-07-22 11:00,23.7,0.7,2.2,94,0,,25.1,24.5
108,2020-07-22 12:00,24.5,0.6,0.9,91,0,,26.9,24.5
108,2020-07-22 13:00,24.7,0,1.6,88,0,,26.8,24.4
108,2020-07-22 14:00,25.3,0,1.6,85,0,,27.5,24.4
108,2020-07-22 15:00,25.6,0,1.8,84,0,,27.5,24.4
108,2020-07-22 16:00,25.3,0.2,1.4,86,0,,26,24.5
108,2020-07-22 17:00,24.3,0.3,2.3,91,0,,25,24.5
108,2020-07-22 18:00,23.5,1.2,2.8,92,0,,24.1,24.5
108,2020-07-22 19:00,23.3,0,2,91,0,,23.7,24.6
108,2020-07-22 20:00,23,0,2,91,0,,23.2,24.6
108,2020-07-22 21:00,22.9,,1.2,90,,,22.9,24.6
108,2020-07-22 22:00,22.8,,1.7,90,,,22.7,24.6
108,2020-07-22 23:00,22.6,0,0.8,89,,,22.4,24.6
108,2020-07-23 0:00,22.6,0,0.7,90,,,22.5,24.6
108,2020-07-23 1:00,22.6,0,0.6,90,,,22.4,24.5
108,2020-07-23 2:00,22.6,0,1.4,92,,,22.4,24.5
108,2020-07-23 3:00,22.5,0.3,0.7,94,,,22.5,24.5
108,2020-07-23 4:00,22.3,0.2,1.6,95,,,22.4,24.4
108,2020-07-23 5:00,22.1,0.2,2.1,95,,,22.1,24.4
108,2020-07-23 6:00,22.1,0.1,1.8,96,0,,22.1,24.3
108,2020-07-23 7:00,22.1,0.4,1.8,96,0,,22.2,24.3
108,2020-07-23 8:00,22.1,0.6,2,97,0,,22.6,24.2
108,2020-07-23 9:00,22.2,0.4,2.9,97,0,,23.1,24.2
108,2020-07-23 10:00,22.2,0,3.3,94,0,,23.6,24.1
108,2020-07-23 11:00,22.3,0,2.3,89,0,,23.4,24.1
108,2020-07-23 12:00,22.2,1.7,2.9,94,0,,23.2,24
108,2020-07-23 13:00,22.3,1.6,4.3,95,0,,23.4,24
108,2020-07-23 14:00,22.2,0.7,5,93,0,,23.5,24
108,2020-07-23 15:00,21.7,5.2,3.5,94,0,,22.3,24
108,2020-07-23 16:00,21.3,8.7,3.6,96,0,,21.5,24
108,2020-07-23 17:00,20.3,10.7,5.6,97,0,,20.5,23.9
108,2020-07-23 18:00,19.8,17.3,6.1,98,0,,19.9,23.9
108,2020-07-23 19:00,19.8,16.6,6.9,99,0,,19.6,23.7
108,2020-07-23 20:00,19.9,9.8,6.5,98,0,,19.5,23.5
108,2020-07-23 21:00,19.5,15.1,4.8,98,,,19.3,23.2
108,2020-07-23 22:00,19,10.4,6.5,97,,,18.8,22.9
108,2020-07-23 23:00,18.6,2.6,6.4,95,,,18.4,22.7
108,2020-07-24 0:00,18.8,0.5,6.9,93,,,18.2,22.5
108,2020-07-24 1:00,19.2,0,7.9,87,,,18.1,22.4
108,2020-07-24 2:00,19.6,,6.7,83,,,18.1,22.4
108,2020-07-24 3:00,20,0,6.3,81,,,18.2,22.3
108,2020-07-24 4:00,20.2,0.3,4.6,81,,,18.3,22.2
108,2020-07-24 5:00,20.4,0,5.5,82,,,18.5,22.2
108,2020-07-24 6:00,20.6,0,4.2,79,0,,18.6,22.1
108,2020-07-24 7:00,21.1,,6.1,75,0,,18.8,22.1
108,2020-07-24 8:00,21.3,0,5.9,75,0,,19.3,22
108,2020-07-24 9:00,21.3,0,3.5,76,0,,20,22
108,2020-07-24 10:00,20.4,2.3,2.5,89,0,,21.8,21.9
108,2020-07-24 11:00,21.6,0,3.7,82,0,,23.7,21.9
108,2020-07-24 12:00,21.2,0.3,4.4,85,0,,23.7,21.9
108,2020-07-24 13:00,22.2,0,3.9,80,0,,24.3,21.9
108,2020-07-24 14:00,24,0,2.8,75,0,,27.1,21.9
108,2020-07-24 15:00,25.1,,3.8,69,0,,25.5,21.9
108,2020-07-24 16:00,26.7,,5.4,63,0.3,,30.8,22
108,2020-07-24 17:00,26.4,,6.6,63,0.4,,27.6,22.1
108,2020-07-24 18:00,25.3,0,4.5,67,0.2,,24.5,22.2
108,2020-07-24 19:00,25.2,0,3.6,65,0.1,,23.1,22.3
108,2020-07-24 20:00,24.6,,3.7,67,0,,21.7,22.4
108,2020-07-24 21:00,24,,3.6,67,,,21.1,22.5
108,2020-07-24 22:00,23.5,,4.5,69,,,20.7,22.6
108,2020-07-24 23:00,23.1,,3,70,,,20.4,22.6
108,2020-07-25 0:00,22.8,,2.9,70,,,20.1,22.7
108,2020-07-25 1:00,22.6,,2.2,71,,,20.2,22.7
108,2020-07-25 2:00,22.5,,2.3,72,,,20.3,22.7
108,2020-07-25 3:00,22.3,0,0.5,74,,,20.4,22.7
108,2020-07-25 4:00,22.4,,2,74,,,20.2,22.7
108,2020-07-25 5:00,22.3,,1.1,74,,,20.2,22.6
108,2020-07-25 6:00,22.4,,2.3,74,0,,20.2,22.6
108,2020-07-25 7:00,22.5,,2.9,74,0,,20.6,22.6
108,2020-07-25 8:00,22.7,,2.8,72,0,,21.3,22.6
108,2020-07-25 9:00,22.9,,3.2,74,0,,21.7,22.5
108,2020-07-25 10:00,24,,4.6,72,0,,23.6,22.5
108,2020-07-25 11:00,26.1,,4.5,66,0.2,,30,22.5
108,2020-07-25 12:00,25.9,,3.3,66,0,,28.3,22.5
108,2020-07-25 13:00,27,,4.2,63,0.1,,28.9,22.5
108,2020-07-25 14:00,28.4,,5,59,0.4,,35,22.5
108,2020-07-25 15:00,28.1,,3.3,61,0.3,,31.4,22.6
108,2020-07-25 16:00,28.7,,4,58,0.8,,32.1,22.7
108,2020-07-25 17:00,27.4,,4.1,61,0,,28.5,22.8
108,2020-07-25 18:00,26.1,,5,64,0,,25.2,23
108,2020-07-25 19:00,25.2,,3.7,66,0.1,,23.3,23.1
108,2020-07-25 20:00,24.5,,3,69,0,,22.4,23.3
108,2020-07-25 21:00,24,,1.9,69,,,22,23.4
108,2020-07-25 22:00,23.6,,3.5,70,,,21.2,23.5
108,2020-07-25 23:00,23.1,,2.7,72,,,20.7,23.5
108,2020-07-26 0:00,23,,2.6,72,,,20.5,23.6
108,2020-07-26 1:00,22.6,,2.9,73,,,20.2,23.6
108,2020-07-26 2:00,22.2,,2.8,75,,,19.8,23.5
108,2020-07-26 3:00,21.7,,1.7,75,,,19.6,23.5
108,2020-07-26 4:00,21.8,,2.1,76,,,20,23.5
108,2020-07-26 5:00,22,,2.5,75,,,20.2,23.4
108,2020-07-26 6:00,21.7,0,2.6,78,0,,20.1,23.4
108,2020-07-26 7:00,22,,2.6,76,0.4,,20.5,23.3
108,2020-07-26 8:00,24,,2.3,70,1,,25.9,23.2
108,2020-07-26 9:00,25.7,,3,65,1,,30.5,23.2
108,2020-07-26 10:00,26.9,,2.6,61,1,,33.8,23.1
108,2020-07-26 11:00,27.3,,1.8,60,0.8,,33.7,23.1
108,2020-07-26 12:00,28.5,,2.1,57,0.6,,32.6,23.1
108,2020-07-26 13:00,28.1,,1,59,0,,31.1,23.2
108,2020-07-26 14:00,28.3,,1.7,57,0,,30.4,23.3
108,2020-07-26 15:00,28.1,,1.6,60,0,,28.7,23.5
108,2020-07-26 16:00,29.4,,2.4,61,0.3,,34.3,23.6
108,2020-07-26 17:00,28.5,,2.4,60,0.3,,28.3,23.8
108,2020-07-26 18:00,27.9,,1.8,65,0.2,,27.1,23.9
108,2020-07-26 19:00,26.4,,2.4,70,0,,25,24
108,2020-07-26 20:00,25.8,,2,72,0,,24.1,24.2
108,2020-07-26 21:00,25.2,,2.4,73,,,23.5,24.3
108,2020-07-26 22:00,24.9,,1.3,75,,,23.4,24.3
108,2020-07-26 23:00,24.8,,1.6,77,,,23.4,24.4
108,2020-07-27 0:00,24.7,,2.1,81,,,23.4,24.4
108,2020-07-27 1:00,24.2,,2,82,,,22.7,24.4
108,2020-07-27 2:00,23.8,,1.6,84,,,22.6,24.4
108,2020-07-27 3:00,23.7,0,1.2,85,,,22.8,24.4
108,2020-07-27 4:00,23.4,0.3,2,88,,,22.7,24.3
108,2020-07-27 5:00,23.2,0.3,1.6,90,,,22.6,24.3
108,2020-07-27 6:00,23,,1.8,90,0,,22.5,24.3
108,2020-07-27 7:00,23,0,1.4,89,0,,22.8,24.2
108,2020-07-27 8:00,23.4,0,1.9,89,0,,24,24.2
108,2020-07-27 9:00,24.1,0,1.9,87,0,,26.4,24.1
108,2020-07-27 10:00,24.3,0,2.8,84,0,,25.4,24.1
108,2020-07-27 11:00,24.3,0.6,2.7,88,0,,25.7,24.1
108,2020-07-27 12:00,24.8,0.3,3,88,0,,28.5,24.1
108,2020-07-27 13:00,24.9,0,2.3,87,0,,27.4,24.1
108,2020-07-27 14:00,25.4,0.6,2.5,88,0,,28.8,24.1
108,2020-07-27 15:00,25.3,0,2.7,85,0,,28.2,24.1
108,2020-07-27 16:00,25.5,0.1,2.5,81,0,,28.3,24.1
108,2020-07-27 17:00,25.3,0,2.9,81,0,,27.2,24.2
108,2020-07-27 18:00,25.3,0,2.3,82,0,,25.9,24.2
108,2020-07-27 19:00,24.9,0,2.2,84,0,,25,24.3
108,2020-07-27 20:00,24.5,0,1.9,85,0,,24,24.4
108,2020-07-27 21:00,24.2,0,2.2,87,,,23.5,24.4
108,2020-07-27 22:00,23.9,0,2.2,88,,,23.1,24.5
108,2020-07-27 23:00,23.7,,2.4,88,,,22.7,24.5
108,2020-07-28 0:00,23.7,,1.8,87,,,22.8,24.5
108,2020-07-28 1:00,23.6,,2.2,88,,,22.6,24.4
108,2020-07-28 2:00,23.4,,1.8,89,,,22.4,24.4
108,2020-07-28 3:00,23.2,,1.7,89,,,22.3,24.4
108,2020-07-28 4:00,23.1,,2.6,88,,,22.2,24.4
108,2020-07-28 5:00,22.9,,2.1,88,,,21.8,24.3
108,2020-07-28 6:00,22.8,,1.3,87,0,,22.2,24.3
108,2020-07-28 7:00,23,,2.1,86,0,,23,24.2
108,2020-07-28 8:00,23.5,0,2.2,85,0,,24.4,24.2
108,2020-07-28 9:00,23.9,0,2.4,84,0,,25.3,24.1
108,2020-07-28 10:00,24.5,0.1,2.7,83,0,,26.8,24.1
108,2020-07-28 11:00,25.1,0,1.5,80,0,,27.9,24
108,2020-07-28 12:00,25.9,0,2,74,0,,29.9,24
108,2020-07-28 13:00,25.9,0,2.7,72,0,,27.3,24
108,2020-07-28 14:00,26.1,0,2.2,74,0,,29.3,24.1
108,2020-07-28 15:00,26.4,0,1.8,75,0,,28.6,24.1
108,2020-07-28 16:00,25.9,0,2,78,0,,27.5,24.2
108,2020-07-28 17:00,25.3,0.2,1.4,84,0,,26.4,24.3
108,2020-07-28 18:00,24.8,0.1,2,87,0,,25.8,24.3
108,2020-07-28 19:00,24.4,0,2.3,89,0,,24.7,24.4
108,2020-07-28 20:00,24.2,0,2.1,90,0,,24.1,24.4
108,2020-07-28 21:00,24,,2.3,91,,,23.6,24.5
108,2020-07-28 22:00,23.9,,2.6,89,,,23.4,24.5
108,2020-07-28 23:00,23.9,,1.9,90,,,23.3,24.5
108,2020-07-29 0:00,23.9,,2.5,91,,,23.2,24.5
108,2020-07-29 1:00,23.9,0,2.1,90,,,23.2,24.5
108,2020-07-29 2:00,23.4,2.5,2.6,95,,,23.1,24.5
108,2020-07-29 3:00,23.1,3.4,2.3,96,,,22.9,24.4
108,2020-07-29 4:00,23,1.9,2.4,96,,,22.9,24.4
108,2020-07-29 5:00,22.9,0.1,2.7,96,,,22.8,24.4
108,2020-07-29 6:00,22.7,0,2.1,94,0,,22.7,24.3
108,2020-07-29 7:00,22.7,0,2.5,95,0,,22.8,24.3
108,2020-07-29 8:00,22.9,,2.1,95,0,,23.4,24.3
108,2020-07-29 9:00,23,0,2.4,94,0,,23.2,24.2
108,2020-07-29 10:00,22.7,26.9,2.4,97,0,,23.5,24.2
108,2020-07-29 11:00,22.9,8,1.8,97,0,,24.5,24.1
108,2020-07-29 12:00,23.1,0,2.4,97,0,,24.1,24
108,2020-07-29 13:00,23.4,0,2.4,97,0,,24.5,24
108,2020-07-29 14:00,23.5,5.2,2.8,98,0,,24.4,24
108,2020-07-29 15:00,23.8,0.8,2.2,98,0,,25.3,23.9
108,2020-07-29 16:00,24.3,0,1.7,97,0,,25.8,23.9
108,2020-07-29 17:00,24.6,0.3,1.8,96,0,,26.1,23.9
108,2020-07-29 18:00,24.9,0.1,1.4,96,0,,25.1,23.9
108,2020-07-29 19:00,24.7,0,1.7,95,0,,24.7,24
108,2020-07-29 20:00,24.5,0,1.5,95,0,,24.3,24
108,2020-07-29 21:00,24.5,,0.9,95,,,24.1,24
108,2020-07-29 22:00,24.5,0,0.4,94,,,24.1,24
108,2020-07-29 23:00,24.4,0.8,1,96,,,24,24.1
108,2020-07-30 0:00,24.3,0.1,1.1,96,,,23.9,24.1
108,2020-07-30 1:00,24.2,0,0.6,96,,,23.9,24.1
108,2020-07-30 2:00,24.2,0,1.2,97,,,23.9,24.1
108,2020-07-30 3:00,24.2,0,1.4,97,,,23.8,24.1
108,2020-07-30 4:00,24,0,1.3,97,,,23.5,24.1
108,2020-07-30 5:00,24,0.1,1.4,97,,,23.6,24.1
108,2020-07-30 6:00,24,0,1.3,96,0,,23.5,24.1
108,2020-07-30 7:00,24.1,0,1.5,97,0,,24.1,24.1
108,2020-07-30 8:00,24.7,,1.5,96,0,,25.4,24.1
108,2020-07-30 9:00,25,,1.7,95,0,,26.3,24
108,2020-07-30 10:00,25.7,,1.9,90,0,,27.9,24
108,2020-07-30 11:00,26.1,,2.4,88,0,,30,24
108,2020-07-30 12:00,26.5,,2.7,84,0,,30.8,24.1
108,2020-07-30 13:00,26.8,,3.1,80,0.1,,30.7,24.1
108,2020-07-30 14:00,27.9,,3.7,73,0.7,,36,24.2
108,2020-07-30 15:00,28,,2.4,72,0.7,,33.4,24.2
108,2020-07-30 16:00,27.9,,3,70,0.4,,32.4,24.4
108,2020-07-30 17:00,27.7,,3,71,0.5,,30.7,24.5
108,2020-07-30 18:00,26.9,,3.1,72,0.1,,28.6,24.7
108,2020-07-30 19:00,26.5,,3,72,0.5,,27.1,24.8
108,2020-07-30 20:00,25.5,,2.3,79,0,,25.2,25
108,2020-07-30 21:00,24.7,,1.9,82,,,24.1,25.1
108,2020-07-30 22:00,24.2,,1.2,83,,,23.4,25.1
108,2020-07-30 23:00,23.6,,2.7,85,,,22.9,25.2
108,2020-07-31 0:00,23.4,,1,86,,,23.4,25.2
108,2020-07-31 1:00,23.4,,1.3,87,,,23.3,25.2
108,2020-07-31 2:00,23.5,,1.7,87,,,23.4,25.1
108,2020-07-31 3:00,23.5,,0.5,88,,,23.5,25.1
108,2020-07-31 4:00,23.5,,1.3,88,,,23.6,25
108,2020-07-31 5:00,23.3,,0.1,87,,,23.3,25
108,2020-07-31 6:00,23.1,,1.2,87,0,,23,24.9
108,2020-07-31 7:00,23,,1.8,88,0.8,,23,24.9
108,2020-07-31 8:00,24.4,,2.2,85,1,,26.2,24.8
108,2020-07-31 9:00,25.8,,1.9,79,1,,30.8,24.8
108,2020-07-31 10:00,27.4,,1.1,76,0.9,,34.8,24.7
108,2020-07-31 11:00,28.7,,1.1,72,0.7,,34.6,24.7
108,2020-07-31 12:00,28.7,,3,72,0.3,,30.7,24.7
108,2020-07-31 13:00,29.3,,2.4,71,0.1,,32.6,24.7
108,2020-07-31 14:00,29.3,,2,71,0.1,,30.8,24.8
108,2020-07-31 15:00,28.9,0,3.4,73,0.1,,29,24.9
108,2020-07-31 16:00,28.4,0,2.6,75,0,,29.1,25.1
108,2020-07-31 17:00,28.5,0,3.6,74,0,,28.1,25.2
108,2020-07-31 18:00,27.7,0.3,2.8,80,0,,27.2,25.3
108,2020-07-31 19:00,27.4,,1.8,82,0,,26.6,25.4
108,2020-07-31 20:00,27,,2.8,83,0,,25.7,25.5
108,2020-07-31 21:00,26.7,,2.2,86,,,25.3,25.5
108,2020-07-31 22:00,26.5,,1.8,87,,,25.4,25.6
108,2020-07-31 23:00,26.2,0.2,2.4,90,,,25.3,25.6
108,2020-08-01 0:00,25,1,3.4,90,,,24.6,25.6
108,2020-08-01 1:00,24.6,0.2,0.5,90,,,24.4,25.6
108,2020-08-01 2:00,24.6,0,0.5,91,,,24.6,25.6
108,2020-08-01 3:00,24.7,0,1.2,93,,,24.6,25.5
108,2020-08-01 4:00,24.7,0,0.8,94,,,24.5,25.5
108,2020-08-01 5:00,24.5,0,1.3,94,,,24.2,25.5
108,2020-08-01 6:00,24.3,1.4,1.8,95,0,,24.1,25.4
108,2020-08-01 7:00,24.3,0.1,1.4,96,0,,24.4,25.4
108,2020-08-01 8:00,24.6,0.1,1.2,96,0,,25.2,25.3
108,2020-08-01 9:00,25,0,1.1,95,0,,25.8,25.3
108,2020-08-01 10:00,25.7,0.1,1.8,95,0,,28,25.3
108,2020-08-01 11:00,26.8,0,3.4,85,0,,28.7,25.2
108,2020-08-01 12:00,26.5,0.5,1.8,87,0,,27,25.2
108,2020-08-01 13:00,24.7,19,0.8,93,0,,26.1,25.2
108,2020-08-01 14:00,25.2,11.6,0.8,93,0,,27.9,25.3
108,2020-08-01 15:00,25.4,0.3,2.2,92,0,,27.8,25.4
108,2020-08-01 16:00,25.9,0,2.5,91,0,,27.6,25.4
108,2020-08-01 17:00,26.3,0,2.1,90,0,,27.6,25.4
108,2020-08-01 18:00,26.4,0,2.2,84,0,,26.9,25.4
108,2020-08-01 19:00,26.5,,1,85,0,,26.4,25.4
108,2020-08-01 20:00,26.1,,4.6,82,0,,24.8,25.4
108,2020-08-01 21:00,25.5,0,3.4,86,,,24.4,25.4
108,2020-08-01 22:00,25.3,,2.3,87,,,24.5,25.5
108,2020-08-01 23:00,24.8,2.8,1.2,92,,,24.5,25.5
108,2020-08-02 0:00,24.6,3,2.1,95,,,24.4,25.5
108,2020-08-02 1:00,24.4,1.3,2.5,97,,,24.3,25.5
108,2020-08-02 2:00,24.2,0,1.6,97,,,24.2,25.4
108,2020-08-02 3:00,24.1,0.1,1.7,97,,,24.2,25.4
108,2020-08-02 4:00,24.1,0.1,0.8,97,,,24.2,25.4
108,2020-08-02 5:00,24.1,0.2,0.3,98,,,24.2,25.3
108,2020-08-02 6:00,24.2,0.9,0.1,98,0,,24.4,25.3
108,2020-08-02 7:00,24.4,0.2,0.6,98,0,,24.8,25.3
108,2020-08-02 8:00,24.6,0.7,0,98,0,,25.1,25.2
108,2020-08-02 9:00,24.9,0.7,1.1,98,0,,26.1,25.2
108,2020-08-02 10:00,25.2,0.5,0.8,98,0,,26.6,25.2
108,2020-08-02 11:00,25.4,1.3,0.4,98,0,,26.9,25.2
108,2020-08-02 12:00,25.6,5.5,1,97,0,,26.3,25.1
108,2020-08-02 13:00,25.9,0.5,3.9,97,0,,26.5,25.2
108,2020-08-02 14:00,25.8,2.9,3.7,97,0,,26.2,25.2
108,2020-08-02 15:00,26.3,0,5,95,0,,26.3,25.2
108,2020-08-02 16:00,24.2,12.2,3.5,93,0,,24.6,25.2
108,2020-08-02 17:00,23.7,3.2,2.9,96,0,,24.1,25.3
108,2020-08-02 18:00,23.7,0.9,2.3,96,0,,24.3,25.3
108,2020-08-02 19:00,23.6,0.1,1.9,95,0,,24,25.3
108,2020-08-02 20:00,23.7,0.1,1.5,97,0,,23.9,25.3
108,2020-08-02 21:00,24.6,0,3.8,98,,,24.1,25.3
108,2020-08-02 22:00,25.3,0,4.4,95,,,24.3,25.3
108,2020-08-02 23:00,25.9,0,6.5,92,,,24.4,25.2
108,2020-08-03 0:00,26.1,0,5.3,91,,,24.5,25.2
108,2020-08-03 1:00,26.1,0,5.9,90,,,24.4,25.2
108,2020-08-03 2:00,25.9,0.9,4.6,92,,,24.5,25.1
108,2020-08-03 3:00,25.3,8.9,4.2,97,,,24.5,25.1
108,2020-08-03 4:00,25.1,1.7,4.2,97,,,24.4,25.1
108,2020-08-03 5:00,25,8,3.5,97,,,24.4,25.1
108,2020-08-03 6:00,24.8,19.8,4.1,99,0,,24.3,25.1
108,2020-08-03 7:00,24.8,0.3,3.7,98,0,,24.3,25
108,2020-08-03 8:00,25,1.7,3.7,98,0,,24.4,25
108,2020-08-03 9:00,24.9,15.3,4.2,98,0,,24.4,25
108,2020-08-03 10:00,25.1,16.3,3.3,99,0,,24.6,25
108,2020-08-03 11:00,25,0.8,3.2,98,0,,24.7,24.9
108,2020-08-03 12:00,25,0.2,3.3,97,0,,26,24.9
108,2020-08-03 13:00,25.1,0.2,2.2,97,0,,26,24.9
108,2020-08-03 14:00,25.3,0.5,2.5,96,0,,26.2,24.9
108,2020-08-03 15:00,25.6,0,2.3,93,0,,27.5,24.9
108,2020-08-03 16:00,25.4,0,2.6,92,0,,26.4,24.9
108,2020-08-03 17:00,25.6,0,2.1,92,0,,27.2,24.9
108,2020-08-03 18:00,25.5,,2.8,91,0,,25.8,25
108,2020-08-03 19:00,24.5,6.2,2,94,0,,24.4,25
108,2020-08-03 20:00,24,21.6,1.4,97,0,,23.9,25.1
108,2020-08-03 21:00,24.1,0,2,97,,,24,25.1
108,2020-08-03 22:00,24.2,0,0.6,97,,,24.1,25.1
108,2020-08-03 23:00,24.5,,2.1,97,,,24.2,25.1
108,2020-08-04 0:00,25,0.2,2.2,98,,,24.4,25.1
108,2020-08-04 1:00,25.2,0,2.8,98,,,24.5,25
108,2020-08-04 2:00,25.5,,2.3,97,,,24.6,25
108,2020-08-04 3:00,25.7,,3.2,96,,,24.7,25
108,2020-08-04 4:00,25.8,0,2.9,95,,,24.7,25
108,2020-08-04 5:00,25.9,0,3.7,94,,,24.7,25
108,2020-08-04 6:00,25.9,0,4.2,94,0,,24.7,25
108,2020-08-04 7:00,26,0,4.3,93,0,,24.9,25
108,2020-08-04 8:00,25.9,1.8,5,95,0,,25.3,25
108,2020-08-04 9:00,26.1,0,4.2,94,0,,25.7,24.9
108,2020-08-04 10:00,26.1,0.2,3.4,94,0,,26.3,24.9
108,2020-08-04 11:00,26.7,0,4.8,92,0,,27.3,24.9
108,2020-08-04 12:00,27.3,0,3.6,90,0,,29.2,24.9
108,2020-08-04 13:00,27.7,,4.6,87,0,,28.7,24.9
108,2020-08-04 14:00,28.5,,5.3,83,0,,30.3,25
108,2020-08-04 15:00,29.3,,4.1,79,0.4,,31.6,25
108,2020-08-04 16:00,29.1,0,3.6,79,0,,30.3,25.1
108,2020-08-04 17:00,28.1,0.5,3.9,84,0,,28.4,25.1
108,2020-08-04 18:00,27.9,0,3.6,85,0,,27.9,25.2
108,2020-08-04 19:00,27.9,,2.9,83,0,,26.8,25.3
108,2020-08-04 20:00,27.7,,2.1,83,0,,26.2,25.4
108,2020-08-04 21:00,27.5,,2.6,83,,,25.7,25.5
108,2020-08-04 22:00,27,0.2,2.5,87,,,25.6,25.5
108,2020-08-04 23:00,26.1,1.2,2.8,93,,,25.3,25.6
108,2020-08-05 0:00,26,0,2.4,93,,,25.2,25.6
108,2020-08-05 1:00,26,,1.8,93,,,25.1,25.6
108,2020-08-05 2:00,26.1,,1.2,93,,,25.1,25.6
108,2020-08-05 3:00,26.1,,1,92,,,25,25.6
108,2020-08-05 4:00,26,,0.6,93,,,25,25.6
108,2020-08-05 5:00,25.9,,1.4,93,,,25,25.6
108,2020-08-05 6:00,26.2,0,1.3,91,0,,25.1,25.5
108,2020-08-05 7:00,26.3,0,2.4,91,0,,25.1,25.5
108,2020-08-05 8:00,26,1.7,2.7,92,0,,25,25.5
108,2020-08-05 9:00,26,0.3,2.2,93,0,,25.7,25.5
108,2020-08-05 10:00,26.1,0.2,2.7,93,0,,25.8,25.5
108,2020-08-05 11:00,26.1,0.8,1.9,93,0,,26.3,25.4
108,2020-08-05 12:00,26.6,0.2,2,92,0,,27.6,25.4
108,2020-08-05 13:00,27.1,0.3,1.2,92,0,,28.4,25.4
108,2020-08-05 14:00,27.7,0,1.4,91,0,,29.5,25.4
108,2020-08-05 15:00,28.4,0,2,88,0,,30.4,25.4
108,2020-08-05 16:00,28.7,,3.8,84,0,,29.8,25.5
108,2020-08-05 17:00,28,0,3.9,83,0,,28.6,25.5
108,2020-08-05 18:00,27.2,2,1.5,90,0,,27.8,25.6
108,2020-08-05 19:00,27,0.3,2.8,92,0.1,,27.6,25.6
108,2020-08-05 20:00,26.5,0.3,1.8,94,0,,26.3,25.7
108,2020-08-05 21:00,26.1,0.7,2.2,95,,,25.8,25.7
108,2020-08-05 22:00,25.9,,2.1,95,,,25.3,25.8
108,2020-08-05 23:00,25.9,0,1.9,93,,,25.4,25.8
108,2020-08-06 0:00,25.5,11.7,1.6,96,,,25.1,25.8
108,2020-08-06 1:00,25.2,6.1,1.5,97,,,24.9,25.9
108,2020-08-06 2:00,25,6.3,2.8,97,,,24.7,25.9
108,2020-08-06 3:00,24.9,6,5.7,96,,,24.4,25.9
108,2020-08-06 4:00,24.7,5,4,97,,,24.3,25.9
108,2020-08-06 5:00,24.6,17.9,4,98,,,24.2,25.9
108,2020-08-06 6:00,23.8,15.7,5.1,98,0,,23.7,25.8
108,2020-08-06 7:00,23.3,15.5,5.3,99,0,,23.3,25.7
108,2020-08-06 8:00,23.3,2,5.1,100,0,,23.4,25.6
108,2020-08-06 9:00,23.3,0.7,4.8,100,0,,23.8,25.5
108,2020-08-06 10:00,23.5,0,4.5,100,0,,23.9,25.5
108,2020-08-06 11:00,23.6,0.5,5.4,99,0,,24.2,25.4
108,2020-08-06 12:00,23.9,0,5.1,95,0.1,,27.9,25.3
108,2020-08-06 13:00,24.1,,4.1,90,0,,28.3,25.3
108,2020-08-06 14:00,24.1,0,3.3,91,0,,26.4,25.3
108,2020-08-06 15:00,24.4,0,2.7,91,0,,27.6,25.2
108,2020-08-06 16:00,25.3,,2.8,88,0,,29,25.3
108,2020-08-06 17:00,26,,2.3,85,0.1,,28.2,25.3
108,2020-08-06 18:00,25.6,,2.8,84,0,,26.8,25.3
108,2020-08-06 19:00,24.9,,2.7,85,0,,24.9,25.3
108,2020-08-06 20:00,24.4,,1.9,87,0,,24,25.4
108,2020-08-06 21:00,23.9,,1.9,89,,,23.3,25.4
108,2020-08-06 22:00,23.5,,1.8,89,,,22.9,25.5
108,2020-08-06 23:00,23.2,,3,88,,,22.7,25.5
108,2020-08-07 0:00,22.9,,1,89,,,22.5,25.5
108,2020-08-07 1:00,22.8,,0.8,91,,,22.4,25.4
108,2020-08-07 2:00,22.8,,2.2,92,,,22.6,25.4
108,2020-08-07 3:00,22.7,,2,92,,,22.6,25.4
108,2020-08-07 4:00,22.7,,1.3,92,,,22.6,25.3
108,2020-08-07 5:00,22.7,,0.4,92,,,22.8,25.3
108,2020-08-07 6:00,22.7,0,1.6,92,0,,22.8,25.2
108,2020-08-07 7:00,22.6,0,1.8,94,0,,23,25.2
108,2020-08-07 8:00,22.8,,1.6,94,0,,23.4,25.1
